cuit;razon_social;region;id_provincia;provincia;localidad;numero_acto;fecha_acto_administrativo;fecha_boletin_oficial
30710843992;Ataway SA;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;33;6/6/2016;10/6/2016
30707204652;Sidesys SRL;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;35;9/6/2016;15/6/2016
30607986289;Buenosaires Software SA;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;41;15/6/2016;22/6/2016
30695043895;Q4Tech Argentina SA;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;39;15/6/2016;22/6/2016
30709283339;G.C. Sistemas Informaticos SA;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;38;15/6/2016;22/6/2016
30709404039;Aconcagua Software Factory SA;Cuyo;50;Mendoza;Mendoza;40;15/6/2016;22/6/2016
30711193762;Edrans SA;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;36;15/6/2016;22/6/2016
33708989369;Diltacrossargentina SA;Pampeana;6;Buenos Aires;Caseros;37;15/6/2016;22/6/2016
30699385731;Learsoft SRL;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;42;16/6/2016;23/6/2016
30648242197;Valdimor SA;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;43;22/6/2016;27/6/2016
30687812537;W 3 Comunicacion SRL;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;48;7/7/2016;14/7/2016
30707792082;Sisem Soluciones de Informacion SA;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;50;7/7/2016;14/7/2016
30709407070;Absti Sociedad Anonima;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;45;7/7/2016;14/7/2016
30709739170;E Solutions SA;Pampeana;14;Cordoba;Cordoba;49;7/7/2016;14/7/2016
30712255532;Profit Sistemas SRL;Pampeana;82;Santa Fe;Rosario;46;7/7/2016;14/7/2016
30712359435;Thalamus SA;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;47;7/7/2016;14/7/2016
30713398205;Smart It SRL;Pampeana;14;Cordoba;Cordoba;51;7/7/2016;14/7/2016
30603886123;Atos It Solutions and Services SA;Pampeana;2;Ciudad Autonoma De Buenos Aires;Ciudad Autonoma De Buenos Aires;57;13/7/2016;18/7/2016
30661879234;Artware SRL;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;56;13/7/2016;18/7/2016
30702185366;Daassnet SRL;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;53;13/7/2016;18/7/2016
30707290281;Badi Sociedad de Responsabilidad Limitada;Pampeana;14;Cordoba;Cordoba;55;13/7/2016;18/7/2016
30708334584;Esg Dilec SA;Pampeana;82;Santa Fe;Rosario;54;13/7/2016;18/7/2016
30713587903;Wolox SA;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;52;13/7/2016;18/7/2016
30709449601;Intel Software de Argentina SA;Pampeana;6;Buenos Aires;Vicente Lopez;58;15/7/2016;21/7/2016
30709468363;Pragma Tecnologia Y Desarrollo SRL;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;61;2/8/2016;9/8/2016
33712220169;Resolvit International SA;Pampeana;2;Ciudad Autonoma De Buenos Aires;Ciudad Autonoma De Buenos Aires;60;2/8/2016;9/8/2016
30651205901;D C Sistemas Y Servicios Sociedad Anonima;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;63;11/8/2016;16/8/2016
30680956606;Harriague Y Asociados SRL;Pampeana;14;Cordoba;Cordoba;64;11/8/2016;16/8/2016
30685472917;Tesis SA;Pampeana;82;Santa Fe;Rosario;65;11/8/2016;16/8/2016
30707659773;Admotion SRL;Pampeana;2;Ciudad Autonoma De Buenos Aires;Ciudad Autonoma De Buenos Aires;67;11/8/2016;16/8/2016
30708099143;Power Solution SA;Cuyo;50;Mendoza;Mendoza;66;11/8/2016;16/8/2016
30710197144;Levin Software SA;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;68;11/8/2016;16/8/2016
33629749859;Red Link Sociedad Anonima;Pampeana;2;Ciudad Autonoma De Buenos Aires;Ciudad Autonoma De Buenos Aires;62;11/8/2016;16/8/2016
30698413545;Emm SA;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;72;22/8/2016;25/8/2016
30707099360;Everisargentina SA;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;70;22/8/2016;25/8/2016
30708934824;Procoop SRL;Pampeana;14;Cordoba;Monte Maiz;71;22/8/2016;25/8/2016
30707117458;Sia Sistemas SA;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;74;29/8/2016;1/9/2016
30708098333;CompaÃ±ia Argentina de Desarrollo Informatico SA;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;73;29/8/2016;1/9/2016
30708641835;Penta Consulting SA;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;76;9/9/2016;14/9/2016
30710160518;Vi - Da Digital SA;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;75;9/9/2016;14/9/2016
30711723141;Patagoniansys SRL;Patagonia;62;Rio Negro;General Roca;78;9/9/2016;14/9/2016
30588308150;Sistran Consultores SA;Pampeana;2;Ciudad Autonoma De Buenos Aires;Ciudad Autonoma De Buenos Aires;83;14/9/2016;19/9/2016
30656170839;Tezamatsrl;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;79;14/9/2016;19/9/2016
30687090825;Lider File SA;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;82;14/9/2016;19/9/2016
30711321523;Iphoideas SA;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;81;14/9/2016;19/9/2016
33707000509;Activia SA;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;80;14/9/2016;19/9/2016
30588311844;Arizmendi Computos SA;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;85;15/9/2016;20/9/2016
30708894601;Staffing It SA;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;84;15/9/2016;20/9/2016
30708161485;Business Vision SA;Pampeana;2;Ciudad Autonoma De Buenos Aires;Ciudad Autonoma De Buenos Aires;93;20/9/2016;28/9/2016
30711136483;Confluencia Fto SRL;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;91;20/9/2016;28/9/2016
30682289569;Qplus Consultores SA;Pampeana;14;Cordoba;Cordoba;96;23/9/2016;28/9/2016
30701270637;Worldsys SA;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;94;23/9/2016;28/9/2016
30709262994;Santex America SA;Pampeana;14;Cordoba;Cordoba;95;23/9/2016;28/9/2016
30709811440;Neosur SA;Pampeana;14;Cordoba;Cordoba;97;23/9/2016;28/9/2016
30601951394;Datatech SA;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;100;27/9/2016;30/9/2016
30663103942;Di Chena Y Asociadossrl;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;101;27/9/2016;30/9/2016
30691281945;Process Technologies SA;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;99;27/9/2016;30/9/2016
30707725555;Folder Soluciones SA;Pampeana;82;Santa Fe;Ruinas Santa Fe La Vieja;103;27/9/2016;30/9/2016
33710729609;Tecno Azar SA;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;102;27/9/2016;30/9/2016
30707424253;Magma Tools SA;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;104;29/9/2016;30/9/2016
30560577601;Censys SA;Noroeste;90;Tucuman;Yerba Buena;11;6/10/2016;12/10/2016
30698951849;Primary Brokers SA;Pampeana;2;Ciudad Autonoma De Buenos Aires;Ciudad Autonoma De Buenos Aires;5-E;6/10/2016;12/10/2016
30706036209;Knowledge Management SA;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;12;6/10/2016;12/10/2016
30709147354;Grupo Calipso SA;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;3-E;6/10/2016;12/10/2016
30711438609;Techbi SRL;Pampeana;82;Santa Fe;Rosario;9-E;6/10/2016;12/10/2016
30711764123;Pigmalion Studios SRL;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;10;6/10/2016;12/10/2016
30712149422;Voxa SA;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;6-E;6/10/2016;12/10/2016
30714313513;Mundo Data Social SA;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;8-E;6/10/2016;12/10/2016
30714399523;Kidloom SA;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;4-E;6/10/2016;12/10/2016
33708131259;Grupo Ayex SA;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;13;7/10/2016;13/10/2016
30640605673;T P S Tecnologia En Produccion de Sistemas Sociedad Anonima;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;19;14/10/2016;19/10/2016
30652162041;Sisdam SA;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;16;14/10/2016;19/10/2016
30686418940;Lazzaroni F Martin Y SAntander Gustavo Daniel SH;Pampeana;6;Buenos Aires;San Isidro;20;14/10/2016;19/10/2016
30687143856;Menhir Sistemas SRL;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;18;14/10/2016;19/10/2016
30695330134;Tar Net SA;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;22;14/10/2016;19/10/2016
30707042180;Systech SA;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;14;14/10/2016;19/10/2016
30707263411;Lempert SA;Pampeana;14;Cordoba;Cordoba;21;14/10/2016;19/10/2016
30711771987;Polar Bear Development SRL;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;17;14/10/2016;19/10/2016
33709712719;Kunan SA;Pampeana;14;Cordoba;Cordoba;15;14/10/2016;19/10/2016
30621545503;Pc Lab SA;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;29;20/10/2016;25/10/2016
30714399388;Tfl SA;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;28;20/10/2016;25/10/2016
30707809147;K & Dat Sistemas SA;Pampeana;2;Ciudad Autonoma De Buenos Aires;Ciudad Autonoma De Buenos Aires;32;31/10/2016;2/11/2016
30710311044;Insside Informacion Inteligente Sociedad de Responsabilidad;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;30;31/10/2016;2/11/2016
30711900272;Solidmation SA;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;31;31/10/2016;2/11/2016
33711119049;Onapsis SRL;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;37;31/10/2016;3/11/2016
30710370571;Dicsys SA;Pampeana;14;Cordoba;Cordoba;39;2/11/2016;7/11/2016
30710463669;Ms Technologies SA;Pampeana;82;Santa Fe;Rosario;38;2/11/2016;7/11/2016
30711017638;Invgate SRL;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;40;2/11/2016;7/11/2016
30714521965;Szicom SRL;Pampeana;82;Santa Fe;Rosario;41;7/11/2016;10/11/2016
33679921229;Gilbarco Latin America SRL;Pampeana;2;Ciudad Autonoma De Buenos Aires;Ciudad Autonoma De Buenos Aires;42;7/11/2016;10/11/2016
33714483809;Fun4Ride SA;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;43;11/11/2016;16/11/2016
30650986861;Mercap SRL;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;45;14/11/2016;17/11/2016
30652880610;Ardison Software SRL;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;44;14/11/2016;17/11/2016
30698999337;Cruz Del Sur Consulting;Pampeana;2;Ciudad Autonoma De Buenos Aires;Ciudad Autonoma De Buenos Aires;46;14/11/2016;17/11/2016
30712063412;4R Soluciones SRL;Pampeana;82;Santa Fe;Ruinas Santa Fe La Vieja;47;14/11/2016;17/11/2016
30646941136;Softland Argentina SA;Pampeana;2;Ciudad Autonoma De Buenos Aires;Ciudad Autonoma De Buenos Aires;49;15/11/2016;18/11/2016
30695562671;Decision Support SA;Pampeana;2;Ciudad Autonoma De Buenos Aires;Ciudad Autonoma De Buenos Aires;48;15/11/2016;18/11/2016
30681362130;Delsat Group SA;Pampeana;6;Buenos Aires;Mar Del Plata;57;24/11/2016;30/11/2016
30699152990;Renxo SA;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;52;24/11/2016;30/11/2016
30710021771;Mva SA;Pampeana;14;Cordoba;Cordoba;54;24/11/2016;30/11/2016
30710173652;Dattatec.Com SRL;Pampeana;82;Santa Fe;Rosario;51;24/11/2016;30/11/2016
30711313423;Clarika SA;Pampeana;14;Cordoba;Cordoba;53;24/11/2016;30/11/2016
30712257705;Mobydigital SA;Pampeana;14;Cordoba;Cordoba;56;24/11/2016;30/11/2016
30710900546;Summa Solutions SRL;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;58;29/11/2016;1/12/2016
30708555971;I.D.S. SRL;Pampeana;14;Cordoba;Cordoba;59;5/12/2016;7/12/2016
30710453140;Sistemas Quilate SA;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;61;6/12/2016;13/12/2016
30710361076;Teceng Gaming SA;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;66;13/12/2016;15/12/2016
30711058121;Miniature SRL;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;67;13/12/2016;15/12/2016
30711152365;Velocity Partnersargentina SRL;Pampeana;2;Ciudad Autonoma De Buenos Aires;Ciudad Autonoma De Buenos Aires;63;13/12/2016;15/12/2016
33711351979;Nexbas SA;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;65;13/12/2016;15/12/2016
30707549773;Information Technology And Services SA;Pampeana;6;Buenos Aires;Caminera Lujan;71;16/12/2016;20/12/2016
30710769350;Tecnom SRL;Pampeana;6;Buenos Aires;Manuel B Gonnet;69;16/12/2016;20/12/2016
30710933371;Beclever SA;Pampeana;6;Buenos Aires;Acassuso;68;16/12/2016;20/12/2016
30710326564;Enerminds SRL;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;76;21/12/2016;26/12/2016
30708995157;Netlabs SRL;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;78;26/12/2016;29/12/2016
30710395566;Wormhole SA;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;77;26/12/2016;29/12/2016
30712009442;Itcross SRL;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;79;27/12/2016;30/12/2016
30710041799;The Cactus Group SA;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;80;28/12/2016;30/12/2016
30708851457;Epidata SA;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;1;16/1/2017;18/1/2017
30711532605;Pampa Business Ideas SRL;Pampeana;82;Santa Fe;Rosario;4;16/1/2017;18/1/2017
30711819017;Devartis SA;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;7;23/1/2017;26/1/2017
30699021217;E Marketing Sociedad Anonima;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;8;26/1/2017;31/1/2017
30708669217;Soluciones InformÃ¡ticas Globales SA;Pampeana;2;Ciudad Autonoma De Buenos Aires;Ciudad Autonoma De Buenos Aires;9 E;7/2/2017;10/2/2017
30709472999;Etsol SRL;Noreste;30;Entre Rios;Parana;10 E;7/2/2017;10/2/2017
30711090300;F Y B Sistemas SA;Pampeana;82;Santa Fe;Esperanza;11 E;7/2/2017;10/2/2017
30711930538;Arquimeda SRL;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;12 E;7/2/2017;10/2/2017
30714078646;Div Inf Sociedad Anonima;Pampeana;6;Buenos Aires;MuÃ±iz;14 E;8/2/2017;13/2/2017
30714155667;Redbee Studios SA;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;13 E;8/2/2017;13/2/2017
30692209202;Lexor SA;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;18 E;16/2/2017;21/2/2017
30707459162;Snoop Consulting Sociedad de Responsabilidad Limitada;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;15 E;16/2/2017;20/2/2017
30707621911;Tiarg SA;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;19 E;16/2/2017;21/2/2017
30708811528;Alsurdelsur Sistemas Sociedad Anonima;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;16 E;16/2/2017;21/2/2017
30711565732;Gonzalo Matias Escribano Y Carlos Gabriel Molina Sh;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;17 E;16/2/2017;21/2/2017
30710651597;Sendatel SA;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;23 E;23/2/2017;24/2/2017
30714895172;Dw Soluciones Tecnologicas SRL;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;21 E;23/2/2017;2/3/2017
30708408944;Nexion Solutions SA;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;26 E;2/3/2017;6/3/2017
30714497789;Clover Sistemas SRL;Pampeana;82;Santa Fe;Rosario;24 E;2/3/2017;6/3/2017
33708632959;First Systems SRL;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;25 E;2/3/2017;6/3/2017
30708829885;Technology Ventures SA;Pampeana;6;Buenos Aires;Olivos;27 E;13/3/2017;16/3/2017
30708410132;Sisorg SRL;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;29 E;14/3/2017;17/3/2017
30711623694;Kimn SRL;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;30;20/3/2017;22/3/2017
30708374756;J & B Solutions SA;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;35;23/3/2017;29/3/2017
30709024805;Kern-It SRL;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;33;23/3/2017;29/3/2017
30712469761;Aerolab SRL;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;34;23/3/2017;29/3/2017
30691222574;Acriter SA;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;37;30/3/2017;3/4/2017
33711377889;Rucatech Soluciones Tecnologicas SRL;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;36;30/3/2017;3/4/2017
30709931578;Megalogic Software SA;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;38;3/4/2017;6/4/2017
33606066959;Tecnosoftware SA;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;39;10/4/2017;17/4/2017
33709474559;Adonix SA;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;44 E;5/5/2017;11/5/2017
30682963081;B Q S SRL;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;48 E;16/5/2017;19/5/2017
30712097953;Openpyme SRL;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;47 E;16/5/2017;19/5/2017
30714095931;Toolbox Digital SA;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;45 E;16/5/2017;19/5/2017
30710039522;Perception Group SA;Pampeana;2;Ciudad Autonoma De Buenos Aires;Ciudad Autonoma De Buenos Aires;50 E;24/5/2017;30/5/2017
30710108680;Autex SA;Pampeana;14;Cordoba;Villa Maria;49 E;24/5/2017;30/5/2017
30711392889;Consultora Eudaimonia SRL;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;51 E;24/5/2017;30/5/2017
30707970428;Seidor Technologies SA;Pampeana;2;Ciudad Autonoma De Buenos Aires;Ciudad Autonoma De Buenos Aires;54 E;5/6/2017;8/6/2017
30709519987;Veritran SA;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;55 E;6/6/2017;9/6/2017
30714781460;Ecloud Solutions SRL;Pampeana;82;Santa Fe;Rosario;56 E;6/6/2017;9/6/2017
30710321201;Latin America Media & Soft SA;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;57 E;12/6/2017;15/6/2017
30710717644;Neo Sistemas SRL;Pampeana;82;Santa Fe;Rosario;58 E;12/6/2017;15/6/2017
30712253106;Pathfinding SA;Noreste;30;Entre Rios;Parana;59 E;12/6/2017;15/6/2017
30712225870;Serfe SA;Pampeana;82;Santa Fe;Santo Tome;63 E;19/6/2017;23/6/2017
30706053812;Bumeran.Com Argentina SA;Pampeana;2;Ciudad Autonoma De Buenos Aires;Ciudad Autonoma De Buenos Aires;65 E;26/6/2017;28/6/2017
30714636592;Neo Consultores SA;Pampeana;82;Santa Fe;Rosario;64 E;26/6/2017;28/6/2017
30709016934;Global Think Technology SA;Pampeana;14;Cordoba;Cordoba;68 E;3/7/2017;6/7/2017
33710398629;Termmed SA;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;67 E;3/7/2017;6/7/2017
30709561258;Nemo SA;Pampeana;82;Santa Fe;Rosario;71 E;6/7/2017;11/7/2017
30715167871;Soluciones Simplex SRL;Pampeana;6;Buenos Aires;Junin;70 E;6/7/2017;11/7/2017
30710817770;Global Business Consulting SA;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;72 E;11/7/2017;14/7/2017
30698259279;Login Informatica SA;Pampeana;82;Santa Fe;Rosario;74 E;28/7/2017;1/8/2017
30710146388;Glya SRL;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;73 E;28/7/2017;1/8/2017
30710621159;Solutica SRL;Pampeana;2;Ciudad Autonoma De Buenos Aires;Ciudad Autonoma De Buenos Aires;77 E;28/7/2017;1/8/2017
30714769061;Celerative SRL;Pampeana;6;Buenos Aires;La Plata;79 E;3/8/2017;7/8/2017
30701307115;Despegar.com.ar SA;Pampeana;2;Ciudad Autonoma De Buenos Aires;Ciudad Autonoma De Buenos Aires;82 E;18/8/2017;24/8/2017
30677486577;Blc SA;Pampeana;82;Santa Fe;Rosario;85 E;5/9/2017;8/9/2017
30710458428;Global Share SA;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;86 E;5/9/2017;8/9/2017
30714121029;Paisanos Creando SRL;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;84 E;5/9/2017;8/9/2017
30712257276;Qstom SRL;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;88 E;11/9/2017;14/9/2017
30709976164;Spgt Y T SA;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;97 E;26/9/2017;29/9/2017
30714660094;Simtlix SRL;Pampeana;14;Cordoba;Villa Allende;96 E;26/9/2017;29/9/2017
30715038176;Tultix SRL;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;95 E;26/9/2017;29/9/2017
30712556559;3Xm Group SA;Pampeana;14;Cordoba;Cordoba;104 E;5/10/2017;10/10/2017
30712461221;All Online Solutions SA;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;109 E;23/10/2017;26/10/2017
30712071601;Pizquiz Solutions SA;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;113 E;27/10/2017;1/11/2017
30693761421;Core Sdi SA;Pampeana;2;Ciudad Autonoma De Buenos Aires;Ciudad Autonoma De Buenos Aires;115 E;1/11/2017;6/11/2017
30709670359;Recursiva SRL;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;120 E;15/11/2017;17/11/2017
30712330291;Fennoma SA;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;121 E;15/11/2017;17/11/2017
30711332614;Quadminds Technologies SA;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;123 E;27/11/2017;30/11/2017
30711661235;R/Ga Media Group SA;Pampeana;2;Ciudad Autonoma De Buenos Aires;Ciudad Autonoma De Buenos Aires;124 E;28/11/2017;30/11/2017
30710933037;Globalis Sociedad Anonima;Cuyo;50;Mendoza;Godoy Cruz;129 E;11/12/2017;13/12/2017
30714489670;Slotone SRL;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;128 E;11/12/2017;13/12/2017
30715402706;Cloudwork SRL;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;131E;21/12/2017;26/12/2017
30714244740;Stechs SRL;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;132E;27/12/2017;29/12/2017
30712207155;Boxitsoft SRL;Pampeana;6;Buenos Aires;Mar Del Plata;1E;15/1/2018;16/1/2018
30714295698;Adhoc SA;Pampeana;82;Santa Fe;Rosario;2E;15/1/2018;16/1/2018
30710758618;Community Mind SRL;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;4E;19/1/2018;22/1/2018
30711696306;Restorando SA;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;3E;19/1/2018;22/1/2018
